path,level,prefLabel,synonym,definition,word_count_in_prefLabel,id
symptom/respiratory system and chest symptom/sneezing,2,sneezing,[],A respiratory system and chest symptom that is characterized by a sudden violent spasmodic audible expiration of breath through the nose and mouth especially as a reflex act following irritation of the nasal mucous membrane.,1,s0533
symptom/respiratory system and chest symptom/hemorrhagic mediastinitis,2,hemorrhagic mediastinitis,[],"A respiratory abnormality that is characterized by inflammation of the mediastinum (the chest cavity, which contains the heart, the thymus gland, some lymph nodes, and parts of the esophagus, aorta, thyroid, and parathyroid glands) as the result of bleeding.",2,s0534
symptom/respiratory system and chest symptom/pulmonary edema,2,pulmonary edema,['oedematous lungs'],A respiratory system and chest symptom that is characterized by an abnormal accumulation of fluid in the lungs.|doid/symp duplicate,2,s0535
symptom/respiratory system and chest symptom/airway stenosis,2,airway stenosis,[],A respiratory system and chest symptom that is characterized by a narrowing in the airway that obstructs the passage of air into the lungs.  Examples include tracheal and laryngotracheal stenosis.,2,s0536
symptom/respiratory system and chest symptom/bronchopulmonary bleeding,2,bronchopulmonary bleeding,[],A respiratory system and chest symptom that is characterized by bleeding (hemorrhage) in either or both the bronchi and the lungs.,2,s0537
symptom/respiratory system and chest symptom/respiratory tract mucosa ulcer,2,respiratory tract mucosa ulcer,[],"A respiratory system and chest symptom that is characterized by an ulceration (dying and sloughing) of the bronchial or bronchiolar epithelium, exposing the underlying basement membrane.",4,s0538
symptom/respiratory system and chest symptom/pneumonitis,2,pneumonitis,['inflammation of lung tissue'],"A respiratory system and chest symptom that is characterized by an inflammation of lung tissue. Pneumonia is one type of pneumonitis caused by an infection. Many other factors can cause pneumonitis, including breathing in animal dander, inhaling small food particles 'down the wrong pipe' and receiving radiation therapy to your chest.",1,s0539
symptom/respiratory system and chest symptom/phlegm,2,phlegm,[],A respiratory system and chest symptom that is characterized by a viscid mucus secreted in abnormal quantity in the respiratory passages.,1,s0540
symptom/abdominal symptom,1,abdominal symptom,[],,2,s0541
symptom/abdominal symptom/abdominal discomfort,2,abdominal discomfort,[],,2,s0542
symptom/abdominal symptom/abdominal rigidity,2,abdominal rigidity,[],,2,s0543
symptom/abdominal symptom/abdominal rigidity/periumbilic abdominal rigidity,3,periumbilic abdominal rigidity,[],,3,s0544
symptom/abdominal symptom/abdominal rigidity/right upper quadrant abdominal rigidity,3,right upper quadrant abdominal rigidity,[],,5,s0545
symptom/abdominal symptom/abdominal rigidity/left lower quadrant abdominal rigidity,3,left lower quadrant abdominal rigidity,[],,5,s0546
symptom/abdominal symptom/abdominal rigidity/generalized abdominal rigidity,3,generalized abdominal rigidity,[],,3,s0547
symptom/abdominal symptom/abdominal rigidity/epigastric abdominal rigidity,3,epigastric abdominal rigidity,[],,3,s0548
symptom/abdominal symptom/abdominal rigidity/right lower quadrant abdominal rigidity,3,right lower quadrant abdominal rigidity,[],,5,s0549
symptom/abdominal symptom/abdominal rigidity/left upper quadrant abdominal rigidity,3,left upper quadrant abdominal rigidity,[],,5,s0550
symptom/abdominal symptom/abdominal rigidity/multiple sites abdominal rigidity,3,multiple sites abdominal rigidity,[],,4,s0551
symptom/abdominal symptom/ascites,2,ascites,['hydroperitoneum'],An abdominal symptom consisting of an abnormal accumulation of serous fluid in the spaces between tissues and organs in the cavity of the abdomen.,1,s0552
symptom/abdominal symptom/abdominal tenderness,2,abdominal tenderness,[],,2,s0553
symptom/abdominal symptom/abdominal tenderness/right lower quadrant abdominal tenderness,3,right lower quadrant abdominal tenderness,[],,5,s0554
symptom/abdominal symptom/abdominal tenderness/left lower quadrant abdominal tenderness,3,left lower quadrant abdominal tenderness,[],,5,s0555
symptom/abdominal symptom/abdominal tenderness/periumbilic abdominal tenderness,3,periumbilic abdominal tenderness,[],,3,s0556
symptom/abdominal symptom/abdominal tenderness/epigastric abdominal tenderness,3,epigastric abdominal tenderness,[],,3,s0557
symptom/abdominal symptom/abdominal tenderness/multiple sites abdominal tenderness,3,multiple sites abdominal tenderness,[],,4,s0558
symptom/abdominal symptom/abdominal tenderness/right upper quadrant abdominal tenderness,3,right upper quadrant abdominal tenderness,[],,5,s0559
symptom/abdominal symptom/abdominal tenderness/generalized abdominal tenderness,3,generalized abdominal tenderness,[],,3,s0560
symptom/abdominal symptom/abdominal tenderness/left upper quadrant abdominal tenderness,3,left upper quadrant abdominal tenderness,[],,5,s0561
symptom/abdominal symptom/pelvic symptom,2,pelvic symptom,[],,2,s0562
symptom/abdominal symptom/pelvic symptom/pelvic swelling,3,pelvic swelling,[],,2,s0563
symptom/abdominal symptom/pelvic symptom/pelvic swelling/periumbilic pelvic swelling,4,periumbilic pelvic swelling,[],,3,s0564
symptom/abdominal symptom/pelvic symptom/pelvic swelling/left lower quadrant pelvic swelling,4,left lower quadrant pelvic swelling,[],,5,s0565
symptom/abdominal symptom/pelvic symptom/pelvic swelling/multiple sites pelvic swelling,4,multiple sites pelvic swelling,[],,4,s0566
symptom/abdominal symptom/pelvic symptom/pelvic swelling/generalized pelvic swelling,4,generalized pelvic swelling,[],,3,s0567
symptom/abdominal symptom/pelvic symptom/pelvic swelling/left upper quadrant pelvic swelling,4,left upper quadrant pelvic swelling,[],,5,s0568
symptom/abdominal symptom/pelvic symptom/pelvic swelling/right upper quadrant pelvic swelling,4,right upper quadrant pelvic swelling,[],,5,s0569
symptom/abdominal symptom/pelvic symptom/pelvic swelling/epigastric pelvic swelling,4,epigastric pelvic swelling,[],,3,s0570
symptom/abdominal symptom/pelvic symptom/pelvic swelling/right lower quadrant pelvic swelling,4,right lower quadrant pelvic swelling,[],,5,s0571
symptom/abdominal symptom/pelvic symptom/pelvic lump,3,pelvic lump,[],,2,s0572
symptom/abdominal symptom/pelvic symptom/pelvic lump/multiple sites pelvic lump,4,multiple sites pelvic lump,[],,4,s0573
symptom/abdominal symptom/pelvic symptom/pelvic lump/periumbilic pelvic lump,4,periumbilic pelvic lump,[],,3,s0574
symptom/abdominal symptom/pelvic symptom/pelvic lump/left lower quadrant pelvic lump,4,left lower quadrant pelvic lump,[],,5,s0575
symptom/abdominal symptom/pelvic symptom/pelvic lump/epigastric pelvic lump,4,epigastric pelvic lump,[],,3,s0576
symptom/abdominal symptom/pelvic symptom/pelvic lump/left upper quadrant pelvic lump,4,left upper quadrant pelvic lump,[],,5,s0577
symptom/abdominal symptom/pelvic symptom/pelvic lump/right upper quadrant pelvic lump,4,right upper quadrant pelvic lump,[],,5,s0578
symptom/abdominal symptom/pelvic symptom/pelvic lump/right lower quadrant pelvic lump,4,right lower quadrant pelvic lump,[],,5,s0579
symptom/abdominal symptom/pelvic symptom/pelvic lump/generalized pelvic lump,4,generalized pelvic lump,[],,3,s0580
symptom/abdominal symptom/pelvic symptom/pelvic mass,3,pelvic mass,[],,2,s0581
symptom/abdominal symptom/pelvic symptom/pelvic mass/periumbilic pelvic mass,4,periumbilic pelvic mass,[],,3,s0582
symptom/abdominal symptom/pelvic symptom/pelvic mass/right lower quadrant pelvic mass,4,right lower quadrant pelvic mass,[],,5,s0583
symptom/abdominal symptom/pelvic symptom/pelvic mass/generalized pelvic mass,4,generalized pelvic mass,[],,3,s0584
symptom/abdominal symptom/pelvic symptom/pelvic mass/epigastric pelvic mass,4,epigastric pelvic mass,[],,3,s0585
symptom/abdominal symptom/pelvic symptom/pelvic mass/left upper quadrant pelvic mass,4,left upper quadrant pelvic mass,[],,5,s0586
symptom/abdominal symptom/pelvic symptom/pelvic mass/right upper quadrant pelvic mass,4,right upper quadrant pelvic mass,[],,5,s0587
symptom/abdominal symptom/pelvic symptom/pelvic mass/multiple sites pelvic mass,4,multiple sites pelvic mass,[],,4,s0588
symptom/abdominal symptom/pelvic symptom/pelvic mass/left lower quadrant pelvic mass,4,left lower quadrant pelvic mass,[],,5,s0589
symptom/abdominal symptom/abdominal distention,2,abdominal distention,[],,2,s0590
symptom/abdominal symptom/abdominal cramp,2,abdominal cramp,['stomach cramp'],,2,s0591
symptom/abdominal symptom/abdominal cramp/severe abdominal cramp,3,severe abdominal cramp,[],,3,s0592
symptom/abdominal symptom/abdominal mass,2,abdominal mass,[],,2,s0593
symptom/abdominal symptom/abdominal mass/right lower quadrant abdominal mass,3,right lower quadrant abdominal mass,[],,5,s0594
symptom/abdominal symptom/abdominal mass/left upper quadrant abdominal mass,3,left upper quadrant abdominal mass,[],,5,s0595
symptom/abdominal symptom/abdominal mass/generalized abdominal mass,3,generalized abdominal mass,[],,3,s0596
symptom/abdominal symptom/abdominal mass/epigastric abdominal mass,3,epigastric abdominal mass,[],,3,s0597
symptom/abdominal symptom/abdominal mass/right upper quadrant abdominal mass,3,right upper quadrant abdominal mass,[],,5,s0598
symptom/abdominal symptom/abdominal mass/multiple sites abdominal mass,3,multiple sites abdominal mass,[],,4,s0599
symptom/abdominal symptom/abdominal mass/left lower quadrant abdominal mass,3,left lower quadrant abdominal mass,[],,5,s0600
symptom/abdominal symptom/abdominal mass/periumbilic abdominal mass,3,periumbilic abdominal mass,[],,3,s0601
symptom/abdominal symptom/abdominal lump,2,abdominal lump,[],,2,s0602
symptom/abdominal symptom/abdominal lump/left upper quadrant abdominal lump,3,left upper quadrant abdominal lump,[],,5,s0603
symptom/abdominal symptom/abdominal lump/left lower quadrant abdominal lump,3,left lower quadrant abdominal lump,[],,5,s0604
symptom/abdominal symptom/abdominal lump/epigastric abdominal lump,3,epigastric abdominal lump,[],,3,s0605
symptom/abdominal symptom/abdominal lump/generalized abdominal lump,3,generalized abdominal lump,[],,3,s0606
symptom/abdominal symptom/abdominal lump/right upper quadrant abdominal lump,3,right upper quadrant abdominal lump,[],,5,s0607
symptom/abdominal symptom/abdominal lump/right lower quadrant abdominal lump,3,right lower quadrant abdominal lump,[],,5,s0608
symptom/abdominal symptom/abdominal lump/multiple sites abdominal lump,3,multiple sites abdominal lump,[],,4,s0609
symptom/abdominal symptom/abdominal lump/periumbilic abdominal lump,3,periumbilic abdominal lump,[],,3,s0610
symptom/abdominal symptom/abdominal swelling,2,abdominal swelling,[],,2,s0611
symptom/abdominal symptom/abdominal swelling/left lower quadrant abdominal swelling,3,left lower quadrant abdominal swelling,[],,5,s0612
symptom/abdominal symptom/abdominal swelling/periumbilic abdominal swelling,3,periumbilic abdominal swelling,[],,3,s0613
symptom/abdominal symptom/abdominal swelling/multiple sites abdominal swelling,3,multiple sites abdominal swelling,[],,4,s0614
symptom/abdominal symptom/abdominal swelling/right lower quadrant abdominal swelling,3,right lower quadrant abdominal swelling,[],,5,s0615
symptom/abdominal symptom/abdominal swelling/generalized abdominal swelling,3,generalized abdominal swelling,[],,3,s0616
symptom/abdominal symptom/abdominal swelling/left upper quadrant abdominal swelling,3,left upper quadrant abdominal swelling,[],,5,s0617
symptom/abdominal symptom/abdominal swelling/right upper quadrant abdominal swelling,3,right upper quadrant abdominal swelling,[],,5,s0618
symptom/abdominal symptom/abdominal swelling/epigastric abdominal swelling,3,epigastric abdominal swelling,[],,3,s0619
symptom/head and neck symptom,1,head and neck symptom,[],,4,s0620
symptom/head and neck symptom/throat symptom,2,throat symptom,[],,2,s0621
symptom/head and neck symptom/throat symptom/hemorrhage from throat,3,hemorrhage from throat,[],,3,s0622
symptom/head and neck symptom/throat symptom/hoarseness,3,hoarseness,[],,1,s0623
symptom/head and neck symptom/throat symptom/lesions in oropharynx,3,lesions in oropharynx,[],,3,s0624
symptom/head and neck symptom/throat symptom/tracheitis,3,tracheitis,[],doid/symp duplicate,1,s0625
symptom/head and neck symptom/throat symptom/laryngitis,3,laryngitis,[],doid/symp duplicate,1,s0626
symptom/head and neck symptom/throat symptom/laryngotracheitis,3,laryngotracheitis,['larynx and trachea inflammation'],doid/symp duplicate,1,s0627
symptom/head and neck symptom/throat symptom/tracheobronchitis,3,tracheobronchitis,[],,1,s0628
symptom/head and neck symptom/throat symptom/dysphagia,3,dysphagia,"['difficulty in swallowing', 'difficulty swallowing', 'impaired swallowing']",,1,s0629
symptom/head and neck symptom/throat symptom/thyroid symptom,3,thyroid symptom,[],,2,s0630
symptom/head and neck symptom/throat symptom/thyroid symptom/thyroid abscesses,4,thyroid abscesses,[],,2,s0631
symptom/head and neck symptom/throat symptom/pharynx inflammation,3,pharynx inflammation,[],,2,s0632
symptom/head and neck symptom/throat symptom/inability to swallow,3,inability to swallow,[],,3,s0633
symptom/head and neck symptom/throat symptom/decreased pharyngeal tone,3,decreased pharyngeal tone,[],,3,s0634
symptom/head and neck symptom/neck symptom,2,neck symptom,['cervicalgia'],,2,s0635
symptom/head and neck symptom/neck symptom/cervical edema,3,cervical edema,[],Cervical edema is a neck symptom characterized by an abnormal excess accumulation of serous fluid in the soft tissue of the cervical area.,2,s0636
symptom/head and neck symptom/neck symptom/neck weakness,3,neck weakness,[],,2,s0637
symptom/head and neck symptom/neck symptom/hyperemia of the neck,3,hyperemia of the neck,[],Hyperemia of the neck is a neck symptom consisting of an excess of blood in the tissues of the neck as from an increased flow of blood due to vasodilation.,4,s0638
symptom/head and neck symptom/neck symptom/stiff neck,3,stiff neck,[],,2,s0639
symptom/head and neck symptom/head symptom,2,head symptom,[],,2,s0640
symptom/head and neck symptom/head symptom/head swelling,3,head swelling,[],,2,s0641
symptom/head and neck symptom/head symptom/eye symptom,3,eye symptom,[],,2,s0642
symptom/head and neck symptom/head symptom/eye symptom/sore eyes,4,sore eyes,[],Sore eyes is a eye symptom characterized by an inflammation of the thin covering of the eyeball and the inner eyelid brought about by a viral infection which may be highly contagious.,2,s0643
symptom/head and neck symptom/head symptom/eye symptom/exophthalmos,4,exophthalmos,"['exophthalmus', 'exophthalmia', 'proptosis']",An abnormal protrusion or displacement of an eye or other body part.|doid/symp duplicate,1,s0644
symptom/head and neck symptom/head symptom/eye symptom/bloodshot eye,4,bloodshot eye,"['redness of eye', 'red eye']",,2,s0645
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom,4,cornea symptom,[],,2,s0646
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/cloudy cornea,5,cloudy cornea,[],,2,s0647
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/keratitis,5,keratitis,"['inflammation of the cornea of the eye', 'corneitis']",doid/symp duplicate,1,s0648
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/corneal opacity,5,corneal opacity,[],,2,s0649
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/corneal ulcers,5,corneal ulcers,[],,2,s0650
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/corneal scarring,5,corneal scarring,[],"A cornea symptom that is characterized by scarring (an opacity or irregularity in the cornea) of the cornea, from trauma; abrasion; bacterial, fungal, viral, or parasitic infection; or disease, and can result in impaired vision, or even blindness.",2,s0651
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom,4,conjunctiva symptom,[],,2,s0652
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival degeneration,5,conjunctival degeneration,[],,2,s0653
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival suffusion,5,conjunctival suffusion,[],An eye symptom that is characterized by (need def conjunctival suffusion - placeholder for xref).,2,s0654
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival swelling,5,conjunctival swelling,[],,2,s0655
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival congestion,5,conjunctival congestion,[],An eye symptom that is characterized by (need def conjunctival congestion - placeholder for xref).,2,s0656
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctivitis,5,conjunctivitis,[],doid/symp duplicate,1,s0657
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctivitis/severe conjunctivitis,6,severe conjunctivitis,[],,2,s0658
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctivitis/mild conjunctivitis,6,mild conjunctivitis,[],,2,s0659
symptom/head and neck symptom/head symptom/eye symptom/light sensitivity,4,light sensitivity,[],,2,s0660
symptom/head and neck symptom/head symptom/eye symptom/light sensitivity/photophobia,5,photophobia,['light intolerance'],,1,s0661
symptom/head and neck symptom/head symptom/eye symptom/excessive tearing,4,excessive tearing,[],doid/symp duplicate,2,s0662
symptom/head and neck symptom/head symptom/eye symptom/vision symptom,4,vision symptom,[],,2,s0663
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/loss of vision,5,loss of vision,[],,3,s0664
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/loss of vision/amaurosis,6,amaurosis,[],,1,s0665
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/loss of vision/amaurosis/amaurosis fugax,7,amaurosis fugax,[],,2,s0666
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/blindness,5,blindness,[],doid/symp duplicate,1,s0667
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/double vision,5,double vision,['diplopia'],,2,s0668
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/double vision/occasional diplopia,6,occasional diplopia,[],,2,s0669
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/blind spot,5,blind spot,[],,2,s0670
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/acquired color vision deficiency,5,acquired color vision deficiency,[],,4,s0671
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion,5,vision distortion,[],,2,s0672
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion/disturbed vision,6,disturbed vision,['disturbance of vision'],,2,s0673
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion/blurred vision,6,blurred vision,[],"A vision symptom that is characterized by a decreased clarity or sharpness in vision, which can be caused by eye conditions myopia or hyperopia.",2,s0674
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion/blurred vision/blurred vision with haloes,7,blurred vision with haloes,[],,4,s0675
symptom/head and neck symptom/head symptom/eye symptom/inflamed eyes,4,inflamed eyes,[],,2,s0676
symptom/head and neck symptom/head symptom/eye symptom/ocular lesion,4,ocular lesion,[],,2,s0677
symptom/head and neck symptom/head symptom/eye symptom/moderate conjuctival injection,4,moderate conjuctival injection,[],,3,s0678
symptom/head and neck symptom/head symptom/eye symptom/intraretinal hemorrhage,4,intraretinal hemorrhage,[],,2,s0679
symptom/head and neck symptom/head symptom/eye symptom/decreased tearing,4,decreased tearing,[],An eye symptom that is characterized by a reduction in the saline fluid secreted by the lacrimal gland.,2,s0680
symptom/head and neck symptom/head symptom/eye symptom/hypopyon,4,hypopyon,[],doid/symp duplicate,1,s0681
symptom/head and neck symptom/head symptom/eye symptom/eye strain,4,eye strain,[],,2,s0682
symptom/head and neck symptom/head symptom/eye symptom/asthenopia,4,asthenopia,"['rapid eye fatigue', 'eye weakness']",doid/symp duplicate,1,s0683
symptom/head and neck symptom/head symptom/eye symptom/nystagmus,4,nystagmus,['rapid involuntary rhythmic eye movement'],,1,s0684
symptom/head and neck symptom/head symptom/eye symptom/subconjunctival bleeding,4,subconjunctival bleeding,[],,2,s0685
symptom/head and neck symptom/head symptom/eye symptom/yellow exudate from eyes,4,yellow exudate from eyes,[],,4,s0686
symptom/head and neck symptom/head symptom/eye symptom/anisocoria,4,anisocoria,"['enlargement of one pupil', 'pupils of different size']",,1,s0687
symptom/head and neck symptom/head symptom/eye symptom/anterior scleral inflammation,4,anterior scleral inflammation,[],,3,s0688
symptom/head and neck symptom/head symptom/eye symptom/cranial nerve palsies,4,cranial nerve palsies,[],,3,s0689
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom,4,pupil symptom,[],,2,s0690
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil,5,dilated pupil,[],,2,s0691
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil/mydriasis,6,mydriasis,"['prolonged pupil dilation', 'excessive pupil dilation']",,1,s0692
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil/mydriasis/unreactive mydriasis,7,unreactive mydriasis,[],,2,s0693
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil/fixed dilated pupils,6,fixed dilated pupils,[],,3,s0694
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/contracted pupil,5,contracted pupil,[],,2,s0695
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/contracted pupil/miosis,6,miosis,[],,1,s0696
symptom/head and neck symptom/head symptom/eye symptom/icteric eyes,4,icteric eyes,[],Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.,2,s0697
symptom/head and neck symptom/head symptom/eye symptom/eye discharge,4,eye discharge,['ocular discharge'],,2,s0698
symptom/head and neck symptom/head symptom/eye symptom/fixed pupil,4,fixed pupil,['fixed pupils'],,2,s0699
symptom/head and neck symptom/head symptom/facial tremor,3,facial tremor,[],"Facial tremor is a head symptom characterized by a trembling or shaking of the muscles of the face usually from physical weakness, emotional stress, or disease, may be emphasized by the firm closure of the eyes, elevation of the eyebrows, or drawing down and outward of the corners of the mouth.",2,s0700
symptom/head and neck symptom/head symptom/lateroventral deviation of the head,3,lateroventral deviation of the head,[],,5,s0701
symptom/head and neck symptom/head symptom/hydrocephalus,3,hydrocephalus,[],doid/symp duplicate,1,s0702
symptom/head and neck symptom/head symptom/head pressing,3,head pressing,[],,2,s0703
symptom/head and neck symptom/head symptom/ear symptom,3,ear symptom,[],,2,s0704
symptom/head and neck symptom/head symptom/ear symptom/bone conduction hyperacusis,4,bone conduction hyperacusis,[],An ear symptom - need proper definition - placeholder for xref.,3,s0705
symptom/head and neck symptom/head symptom/ear symptom/tinnitus,4,tinnitus,['sensation of noise'],,1,s0706
symptom/head and neck symptom/head symptom/ear symptom/otitis,4,otitis,[],"Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals.",1,s0707
symptom/head and neck symptom/head symptom/ear symptom/droopy ears,4,droopy ears,[],,2,s0708
symptom/head and neck symptom/head symptom/ear symptom/deafness,4,deafness,[],,1,s0709
symptom/head and neck symptom/head symptom/face hyperemia,3,face hyperemia,[],Hyperemia of the face is a head symptom consisting of an excess of blood in the tissues of the face as from an increased flow of blood due to vasodilation.,2,s0710
symptom/head and neck symptom/head symptom/mouth symptom,3,mouth symptom,[],,2,s0711
symptom/head and neck symptom/head symptom/mouth symptom/dry mouth,4,dry mouth,[],,2,s0712
symptom/head and neck symptom/head symptom/mouth symptom/lesions in mouth,4,lesions in mouth,[],,3,s0713
symptom/head and neck symptom/head symptom/mouth symptom/palate weakness,4,palate weakness,[],,2,s0714
symptom/head and neck symptom/head symptom/mouth symptom/slurred speech,4,slurred speech,[],,2,s0715
symptom/head and neck symptom/head symptom/mouth symptom/thick white exudate on tongue,4,thick white exudate on tongue,[],,5,s0716
symptom/head and neck symptom/head symptom/mouth symptom/mouth bleeding,4,mouth bleeding,[],,2,s0717
symptom/head and neck symptom/head symptom/mouth symptom/mouth bleeding/gum bleeding,5,gum bleeding,['gingival hemorrhage'],Gum bleeding is a mouth symptom characterized by a copious discharge of blood from the blood vessels of the mucosal tissue that lies over the alveolar bone.,2,s0718
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance,4,voice disturbance,[],,2,s0719
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance/aphonia,5,aphonia,[],,1,s0720
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance/hoarse voice,5,hoarse voice,[],,2,s0721
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance/dysphonia,5,dysphonia,[],,1,s0722
symptom/head and neck symptom/head symptom/mouth symptom/mouth sore,4,mouth sore,[],,2,s0723
symptom/head and neck symptom/head symptom/mouth symptom/mouth papules,4,mouth papules,[],,2,s0724
symptom/head and neck symptom/head symptom/mouth symptom/herpetic lesion on upper lip,4,herpetic lesion on upper lip,[],,5,s0725
symptom/head and neck symptom/head symptom/mouth symptom/decreased tongue tone,4,decreased tongue tone,[],,3,s0726
symptom/head and neck symptom/head symptom/nose symptom,3,nose symptom,[],,2,s0727
symptom/head and neck symptom/head symptom/nose symptom/epistaxis,4,epistaxis,['nosebleed'],A nose symptom that involves a is loss of blood from the tissue lining the nose.,1,s0728
symptom/head and neck symptom/head symptom/nose symptom/rhinorrhea,4,rhinorrhea,['runny nose'],A nose symptom that is characterized by an excessive secretion of mucous through the nose.,1,s0729
symptom/head and neck symptom/head symptom/nose symptom/postnasal drainage,4,postnasal drainage,[],A nose symptom that is characterized by an an excessive secretion of mucous down the back of the throat.,2,s0730
symptom/head and neck symptom/head symptom/nose symptom/nasal bleeding,4,nasal bleeding,[],,2,s0731
symptom/head and neck symptom/head symptom/nose symptom/yellow exudate from nose,4,yellow exudate from nose,[],,4,s0732
symptom/head and neck symptom/head symptom/nose symptom/sinusitis,4,sinusitis,[],doid/symp duplicate,1,s0733
symptom/head and neck symptom/head symptom/nose symptom/nasal discharge,4,nasal discharge,[],,2,s0734
symptom/head and neck symptom/head symptom/facial weakness,3,facial weakness,[],,2,s0735
symptom/general symptom,1,general symptom,[],,2,s0736
symptom/general symptom/flaccidity,2,flaccidity,[],,1,s0737
symptom/general symptom/asthenia,2,asthenia,['loss of strength'],doid/symp duplicate,1,s0738
symptom/general symptom/prostration,2,prostration,[],Prostration is a general symptom characterized by complete physical or mental exhaustion.,1,s0739
symptom/general symptom/prostration/extreme prostration,3,extreme prostration,[],,2,s0740
symptom/general symptom/prostration/progressive prostration,3,progressive prostration,[],,2,s0741
symptom/general symptom/thirst,2,thirst,[],Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.,1,s0742
symptom/general symptom/inflammation,2,inflammation,[],"Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.",1,s0743
symptom/general symptom/inflammation/chronic inflammation,3,chronic inflammation,[],,2,s0744
symptom/general symptom/inflammation/granulomatous inflammation,3,granulomatous inflammation,[],,2,s0745
symptom/general symptom/chills,2,chills,['rigors'],,1,s0746
symptom/general symptom/tremor,2,tremor,[],"Tremor is a generial symptom characterized by a trembling or shaking usually from physical weakness, emotional stress, or disease.",1,s0747
symptom/general symptom/abscess,2,abscess,[],,1,s0748
symptom/general symptom/abscess/multiple abscesses,3,multiple abscesses,[],,2,s0749
symptom/general symptom/abscess/anal abscess,3,anal abscess,[],,2,s0750
symptom/general symptom/multiple organ failure,2,multiple organ failure,[],,3,s0751
symptom/general symptom/discharge,2,discharge,[],,1,s0752
symptom/general symptom/discharge/wound discharge,3,wound discharge,[],,2,s0753
symptom/general symptom/swelling symptom,2,swelling symptom,[],,2,s0754
symptom/general symptom/swelling symptom/leg swelling,3,leg swelling,[],,2,s0755
symptom/general symptom/swelling symptom/lymph gland swelling,3,lymph gland swelling,[],,3,s0756
symptom/general symptom/change in body sensation,2,change in body sensation,[],,4,s0757
symptom/general symptom/ptosis,2,ptosis,['droopiness'],"Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.|doid/symp duplicate - reviewed 10/2022, both DO & SYMP",1,s0758
symptom/general symptom/blood pressure,2,blood pressure,[],,2,s0759
symptom/general symptom/blood pressure/high blood pressure,3,high blood pressure,[],,3,s0760
symptom/general symptom/blood pressure/low blood pressure,3,low blood pressure,[],,3,s0761
symptom/general symptom/blood pressure/low blood pressure/hypotensive,4,hypotensive,[],"A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.",1,s0762
symptom/general symptom/slow pulse,2,slow pulse,[],,2,s0763
symptom/general symptom/extracellular fluid alteration,2,extracellular fluid alteration,[],,3,s0764
symptom/general symptom/extracellular fluid alteration/excess lymphocytes in cerebrospinal fluid,3,excess lymphocytes in cerebrospinal fluid,[],,5,s0765
symptom/general symptom/sensory disturbance,2,sensory disturbance,[],,2,s0766
